address1,resource_id,resource_name,address2,city,state,zip,county,phone,fax,tty,toll_free,hotline,email,web_page,facebook_name,facebook_url,twitter,short_description
525 S. John Q. Hammons Parkway,33402,Missouri State University: Juanita K. Hammons Hall for the Performing Arts,,Springfield,MO,65806,GREENE COUNTY,417-836-6776 or 417-836-7678 for tickets,417-836-6891,,,,HammonsHall@missouristate.edu,www.HammonsHall.com,Juanita K. Hammons Hall for the Performing Arts,https://www.facebook.com/JuanitaKHammonsHall,@HammonsHall,Provides a theatre for the performing arts on the MSU campus.
901 S. National Ave.,34064,Missouri State University: Meyer Library,,Springfield,MO,65897,GREENE COUNTY,417-836-4525,417-836-4764,,,,library@missouristate.edu,www.library.missouristate.edu,,,,University library that serves the Missouri State University student body and researchers.
"117 Park Central Square, Suite 206 (physical)",53774,Missouri State University: Missouri Mentoring Partnership,901 S. National Ave.,Springfield,MO,65897,GREENE COUNTY,417-836-3134,417-836-3138,,,,thamilton@missouristate.edu,www.mmp.missouristate.edu,Missouri Mentoring Partnership,https://www.facebook.com/MMPGreeneCounty,,"Missouri Mentoring Partnership (MMP) assists in preparing youth for personal success in employment, education, healthy lifestyles and self-sufficiency through mentored support. MMP Worksite Program offers mentored employment opportunities to youth-in-transition, between the ages of 16-21, and provides the tools necessary to become productive adults. MMP Young Parent Program assists mothers and fathers under the age of 21 to develop parenting skills and match them with trained adult mentors."
901 S. National Ave.,33974,Missouri State University: OzarksWatch,SICELUFF 120,Springfield,MO,65897,GREENE COUNTY,417-836-5530,,,,,ozarkswatch@missouristate.edu,www.ozarkswatch.missouristate.edu,,,,Studies and preserves the culture and history of the Ozarks region.
"110-111 Park Central Square, Levy-Wolf Building",33566,Missouri State University: Project ACCESS,901 S. National Ave.,Springfield,MO,65897,GREENE COUNTY,417-836-6657,417-836-6393,,1-866-481-3841,,projectaccess@missouristate.edu,www.missouristate.edu/access,,,,"Missouri’s assistance and dissemination agency for autism resources, materials, and public school support, established by the Missouri Department of Elementary and Secondary Education. Project ACCESS focuses on enhancing and developing professional skills of Missouri educators serving students with Autism Spectrum Disorder (ASD) and related disabilities."
405 N. Jefferson Ave.,33610,Missouri State University: Small Business & Technology Development Center,,Springfield,MO,65806,GREENE COUNTY,417-837-2617,417-837-2614,,,,sbtdc@missouristate.edu,www.sbtdc.missouristate.edu,Missouri State University: Small Business & Technology Development Center,https://www.facebook.com/sbtdc.msu,@sbtdc_msu,"Provides consultation, training and products to help potential and existing small businesses in Southwest and South Central Missouri become part of Missouri's thriving business sector."
117 Park Central Square,15113,Missouri State University: Southwest Missouri Area Health Education Center,"901 S. National Ave.--PCOB 2nd floor, Room 215 (mailing)",Springfield,MO,65897,,417-836-8348 or 417-836-6154,417-836-8770,,,,jalsup@missouristate.edu,www.mahec.org and www.ahec.missouristate.edu,Southwest Missouri Area Health Education Center,https://www.facebook.com/swmoahec,,"Enhances access to quality health care, particularly primary and preventative care, by growing and supporting Missouri's heath care workforce through a variety of programs."
"6320 Brookside Plaza, Suite 185",BBB222,Missourians for Alternatives to the Death Penalty (MADP),,Kansas City,MO,64113,,417-459-2960,,,,,info@madpmo.org,www.madpmo.org,Missourians for Alternatives to the Death Penalty,https://www.facebook.com/madpmo,@MADPMO,A statewide organization working to repeal the death penalty in Missouri by educating and informing fellow citizens and legislators about the costs and consequences of a death penalty system in Missouri. The Springfield Chapter meets on the first Monday of the month at Holy Trinity Catholic Church at 2818 E. Bennett.
2315 S. Rockbridge Lane,33772,"Model T Ford Club of America, Heart of The Ozarks Chapter",,Springfield,MO,65809,GREENE COUNTY,417-881-6702,,,,,genekaygemmill1932@sbcglobal.net,,,,,"Dedicated to the preservation, restoration, and development of a greater appreciation for the Model T Ford."
P.O. Box 881,102616,Mommies Enduring Neonatal Death (M.E.N.D.) - Southwest Missouri,,Republic,MO,65738,GREENE,417-770-0600,,,,,kathryn@mend.org,www.mend.org,m.e.n.d. (mommies enduring neonatal death) of southwest missouri,https://www.facebook.com/groups/MEND.SWMO/,,"M.E.N.D. - SW Missouri exists to walk families through the grief process of losing an infant. We reach out to families who have had a miscarriage, stillbirth or loss up to a year old. We do this through a monthly support group meeting, bi-monthly newsletter, Facebook group, recognition ceremonies and our website."
P.O. Box 8615,33472,"Mothers Against Drunk Driving (MADD), Ozark Mountain Chapter",,Springfield,MO,65801-8615,GREENE COUNTY,417-831-3868,417-831-3716,,1-800-736-6233,1-877-623-3435,ozarkmountain.mo@madd.org,www.madd.org,Mothers Against Drunk Driving (MADD),https://www.facebook.com/MADD.Official,,"Strives to stop drunk driving, support victims of this violent crime and prevent underage drinking."
"4136 S. Scenic Avenue, Suite 200",33475,"Muscular Dystrophy Association, Inc.",,Springfield,MO,65807,GREENE COUNTY,417-866-5117,417-866-5708,,1-800-572-1717,,kharter@mdausa.org,www.mda.org,MDA Springfield MO District,https://www.facebook.com/mdaspringfield,@MDAnews,"Provides comprehensive diagnostic examinations via free medical clinic, support services, repairs to durable medical equipment, flu shots, physical and occupational therapy consultations for those with neuromuscular diseases and a summer camp for children with muscular dystrophy."
"1949 E. Sunshine St., Suite 1-130",54555,Musgrave Foundation,,Springfield,MO,65804,,417-841-4698,,,,,contact@musgravefoundation.org,www.musgravefoundation.org,,,,"Awards grants to selected charities in the Springfield, Missouri area."
P.O. Box 8983,33781,"NAACP, Springfield Branch",,Springfield,MO,65801-8983,GREENE COUNTY,417-873-6386,,,,,clay_naacp4081@ymail.com,www.naacpspringfieldmo.org,"Naacp Springfield, MO",https://www.facebook.com/naacpspringfieldmo?ref=br_tf,,"Improves political, educational, social and economic status and works to remove barriers for equality and justice for all people."
"1717 E. Republic Road, Suite A",33424,NAIFA Springfield,,Springfield,MO,65804,GREENE COUNTY,417-886-8606,417-886-3685,,,,jean@clubmanagementservices.com,www.naifanet.com/springfield,,,,A professional association for those in the insurance and financial industry.
"1443 N Robberson Ave., Suite 408",33182,NAMI Southwest Missouri,,Springfield,MO,65802,GREENE COUNTY,417-864-3027,417-720-1918,,,1-877-535-HELP (4357) Warmline--417-864-3027,nami@namiswmo.com,www.namiswmo.com,NAMI SWMO National Alliance on Mental Illness,https://www.facebook.com/NamiSwmo,@NAMISWMODewayne,"Support-Education-Advocacy-Referrals. NAMI Southwest Missouri and the Hope Center encourage actions that lead individuals toward recovery, self-advocacy and improving their own lives to become contributing members of our community. Support groups are provided free of charge. Education program embraces the challenges of stigma reduction and suicide prevention courses."
,33480,National Active and Retired Federal Employees,,,,,GREENE COUNTY,417-882-8709,,,,,,www.narfe.org,,,,Promotes the interests of federal retirees and current federal employees.
1651 S. Roanoke Ave.,33479,"National Association of Retired and Veteran Railway Employees, Inc.",,Springfield,MO,65807-2085,GREENE COUNTY,417-865-6829,,,,,,www.narve.com,,,,Protects the rights of railroad retirees as granted by the Railroad Retirement Act of 1937.
P.O. Box 10125,33481,"National Association of Women in Construction, Chapter #366",,Springfield,MO,65808,GREENE COUNTY,417-818-8911,417-887-5302,,,,gmpowell@sbcglobal.net,www.nawic-sw-mo.org,Nawic Southwest Missouri #366,https://www.facebook.com/pages/Nawic-Southwest-Missouri-366/155436501179689,,Enhances the success of women in the construction industry.
"One Park Ave., Suite 1",54722,National Autism Association,,Portsmouth,RI,2871,CHRISTIAN COUNTY,401-293-5551,401-293-5342,,877-622-2884,,naa@nationalautism.org,www.nationalautism.org,National Autism Association,https://www.facebook.com/NationalAutism,@nationalautism,"Educates and empowers families affected by autism; participates in family assistance programs, raises funds for research, and holds annual national conference."
"1675 E. Seminole St., Suite J",52899,"National Multiple Sclerosis Society, Ozark Branch",,Springfield,MO,65804,GREENE COUNTY,417-882-8128 ,417-882-2039,,1-800-344-4867,1-800-344-4867,midamericachapter@nmss.org,www.msmidamerica.org,MS Society: Mid America Chapter,https://www.facebook.com/msmidamerica,@midamericams,Provides educational and wellness activities as well as emotional support groups for people living with multiple sclerosis and their family members.
"4319 S. National Ave., #221",33484,"National Place Property Owner's Association, Inc. (NPPOA)",,Springfield,MO,65810,GREENE COUNTY,,,,,,,nationalplace.org,,,,Promotes the interests of the residents of National Place subdivision.
911 W. Jackson,hh,Neat Repeats,,Ozark,MO,65721,,417-485-4999,,,,,,,,,,A thrift store that benefits the Christian County Family Crisis Center.
3304 S. Cox Ave.,53245,New Covenant Academy Parent Fellowship Team,,Springfield,MO,65807,GREENE COUNTY,417-887-9848,417-887-2419,,,,gscott@newcovenant.net,www.newcovenant.net,,,,Works to provide support and to fund the New Covenant Academy mission.
6082 Lake Freddie Road,52913,"Newborns In Need, Southwestern Missouri Chapter",,Hartville,MO,65667,WRIGHT COUNTY,1-417-741-7516,,,,,shullski@centurylink.net,www.newbornsinneed.org/swmo,"Newborns in Need, Inc - Southwest Missouri Chapter",https://www.facebook.com/NewbornsinNeedSWMO,,"Provides assistance to sick and needy premature and newborn babies through handmade baby clothing and bedding, and by fundraising to purchase other items."
712 W. Sunshine Ave.,53672,"Newborns In Need, Springfield, Missouri Chapter",,Springfield,MO,65807,GREENE COUNTY,417-823-9508,,,,,info@newbornsinneedspringfield.org,www.newbornsinneedspringfield.org,Newborns in Need Springfield Missouri,https://www.facebook.com/groups/125385140864097/?ref=br_tf,,"A Christian-based organization that supplies essential baby items such as quilts, blankets, bibs, and burp cloths to the families of less-fortunate babies in need. Items are given to hospitals and clinics in the area to be distributed at the discretion of the health care workers."
416 S. Kimbrough Ave.,33494,Next-To-New Shop,,Springfield,MO,65806,GREENE COUNTY,417-862-7708,,,,,,,Next to New,https://www.facebook.com/pages/Next-to-New/230343173718428,,"Accepts a variety of clothing by consignment; accepts donated shoes, handbags and other accessories, as well as small decorative items that are not in need of repair. Sells items to raise funds for charitable causes. A project of St. Mary's Guild of Christ Episcopal Church."
P.O. Box 1012,102616C,NightLight International - Branson Location,,Springfield,MO,65801,GREENE,417-429-2042,,,,,branson@nightlightinternational.com,www.nightlightinternational.com/branson/,NightLight Branson,https://www.facebook.com/NightLightMissouri/,,"Provides support and resources to women who have been negatively impacted by sex trafficking or the commercial sex industry in Southwest Missouri. NightLight offers resources to provide holistic restoration through relational and emotional healing, spiritual healing and growth, practical skill sets for jobs and life, and circumstantial assistance with physical needs."
566 W. Mt. Vernon,399282,Nixa Area Chamber of Commerce,P.O. Box 548,Nixa,MO,65714,Christian,417-725-1545,417-725-4532,,,,info@nixachamber.com,www.nixachamber.com,Nixa Area Chamber of Commerce,https://www.facebook.com/NixaChamber,@NixaChamber,"Serves as an information and/or emergency resource to community members, businesses, schools and government agencies."
404 S. Main St.,51044,Nixa Senior Center,,Nixa,MO,65714,CHRISTIAN COUNTY,417-725-2322,417-725-5022,,,,marisa.andrews@swmoa.com,www.swmoa.com,,,,"A senior center of the Southwest Missouri Office on Aging, funded, in part, by the Older Americans Act."
c/o Drury University ,33495,North Springfield Betterment Association (NSBA),900 N. Benton Ave.,Springfield,MO,65802,GREENE COUNTY,417-447-1221,,,,,kharris@mwfmarketing.fm,www.nsbanet.com,North Springfield Betterment Association,https://www.facebook.com/northspringfieldbettermentassociation,,"Promotes and encourages worthwhile and honorable endeavors to make north Springfield a better place to work and live; strives to alert members to community needs, and to become well-versed and knowledgeable in order to take constructive action for community involvement."
5990 S. Spring Ridge Lane,33497,Nosegay Garden Club,,Republic,MO,65738,GREENE COUNTY,417-732-7222,,,,,karollee@sbcglobal.net,,,,,Increase our knowledge of plants and gardening.
1340 E. Woodhurst Drive,33499,Nova Center of the Ozarks,,Springfield,MO,65804,GREENE COUNTY,417-889-3121,417-881-2214,,,,hlucas@novacenteroftheozarks.org,www.novacenteroftheozarks.org,Nova Center of the Ozarks,https://www.facebook.com/pages/Nova-Center-of-the-Ozarks/1420792911468789?ref=br_tf,,Provides residential assisted living and other services for people with autism and developmental disabilities.
,300299,Oak Grove Neighborhood Association,,,,,,417-883-2107,,,,,gclary@aol.com,,,,,"Promotes the interests of the residents of the area defined as Grand Street on the north, Ingram Mill Road on the east, Sunshine Street on the south, and Glenstone Avenue on the west."
2909 N. Martin Ave.,1156,"OATS, Inc.",,Springfield,MO,65803,GREENE COUNTY,417-887-9272,417-887-8784,,1-800-770-6287,,jrobinson@oatstransit.org,www.oatstransit.org,OATS Transit,https://www.facebook.com/oatstransit,@OATSINC,"Provides reliable transportation to disadvantaged Missourians for medical appointments, shopping, essential business purposes, senior center visits and employment."
300 E. Central,82991,One Door,,Springfield,MO,65802,,417-225-7499,417-631-4489,,,,mtonarely@commpartnership.org,www.commpartnership.org,,,,"Offers referrals and assistance to individuals and families who are homeless, at risk of becoming homeless or in need of assistance."
1325 W. Sunshine #125,628188,OneSolePurpose,,Springfield,MO,65807,,417-299-3998,,,,,gayla@onesolepurpose.com,www.onesolepurpose.com,One Sole Purpose,https://www.facebook.com/OneSolePurpose417,@OneSolePurpose,"Provides new shoes to the children in each of the Title I elementary schools in Springfield, Mo."
1322 S. Campbell Ave.,53964,Operation Us at the Murney Clinic,,Springfield,MO,65807,GREENE COUNTY,417-823-3469,417-831-6839,,,,info@operationus.org,www.operationus.org,Operation Us at the Murney Clinic,https://www.facebook.com/MurneyClinic,@operationus,"A community-based initiative dedicated to strengthening relationships for couples and singles through education, partnerships and mobilization."
2506 S. Hillsboro Ave.,33507,Ornament Collectors Club of the Ozarks,,Springfield,MO,65804,GREENE COUNTY,417-851-7477,,,,,ozknight55@yahoo.com,,Ornament Collectors of the Ozarks,https://www.facebook.com/pages/Ornament-Collectors-of-the-Ozarks/117279201641288,,"Promotes collecting holiday ornaments and collectables, specifically Hallmark Keepsake ornaments."
5325 S. Maryland,GGGG,Our House Foundation,,Springfield,MO,65810,GREENE COUNTY,417-889-7452,,,,417-889-7452,mail@ourhousefoundation.org,www.ourhousefoundation.org,,,,"Dedicated to helping restore the shattered lives of military men and women who have returned from wars, bearing ill effects of their experiences, by addressing their mind, body and expression of their spirit."
P.O. Box 8675,33510,Overeaters Anonymous (OA),,Springfield,MO,65801,GREENE COUNTY,417-581-1231 or 417-881-7070,,,,,,www.oa.org,,,,"A free, 12-step support group for compulsive eaters with three groups meeting weekly in Springfield. Meeting locations: Glenstone Baptist Church, Mondays at noon; Southminster Presbyterian Church, Tuesdays at 6 p.m. and Saturdays at noon."
3660 S. National Ave.,48838,Oxford HealthCare Home Care and Hospice,,Springfield,MO,65807,,417-883-7500,417-883-9381,800-735-2966,1-800-749-6555,,WeCare@OxfordHealthCare.net,www.oxfordhealthcare.net,Oxford HealthCare,https://www.facebook.com/OxfordHealthCareatHome,,"Provides compassionate care, innovative services and cutting-edge technology necessary to improve quality of life and offer the ability to stay safe and independent at home. Services include Nursing and Therapy, Support Services (bathing, personal care, housekeeping, laundry, meal preparation, shopping, transportation and companionship), Hospice and Palliative Care, Telemonitoring and Lifeline Medical Alert. Volunteer opportunities are available."
1550 E. Sunshine St.,200393,Oxford HealthCare Hospice and Palliative Care,,Springfield,MO,65804,,417-883-7500,417-841-2854,,1-800-749-6555,,WeCare@OxfordHealthCare.net,www.oxfordhealthcare.net,Oxford HealthCare,https://www.facebook.com/OxfordHealthCareatHome,,"Provides the only full service Hospice and Palliative Care program in the area. Also offers grief support groups for Daughters Without Mothers, a general grief support group, and support groups for widows and widowers. Volunteer opportunities are available."
"3660 S. National Ave., Suite 300",33425,Oxford HealthCare Lifeline,P.O. Box 10939,Springfield,MO,65808,GREENE COUNTY,417-883-7500,417-883-9381,,1-800-749-6555,,shallina.goodnight@oxfordhealthcare.net,www.OxfordHealthCare.net,Oxford HealthCare,https://www.facebook.com/OxfordHealthCareatHome,@OHCMissouri,"A personal emergency response system allowing seniors to have access to help 24-hours a day, seven days a week, with just the push of a button."
3001 N. Grant Ave.,33515,Ozark Empire Fairgrounds,,Springfield,MO,65803,GREENE COUNTY,417-833-2660,417-833-3769,,,,info@ozarkempirefair.com,www.ozarkempirefair.com,,,,"Hosts the Ozark Empire Fair each year and various other events throughout the year; fully-staffed event center for rental needs from 20 to 2,000."
P.O. Box 50733,34081,"Ozark Greenways, Inc.",,Springfield,MO,65805-0733,GREENE COUNTY,417-864-2015,417-864-1497,,,,lori@ozarkgreenways.org,www.ozarkgreenways.org,Ozark Greenways,https://www.facebook.com/ozarkgreenways?fref=ts,@ozarkgreenways,"A citizens group dedicated to the preservation of green space through the creation of a greenway trail network for biking, walking, running and commuting."
2806 N. 24th St.,33516,"Ozark Highlands Grotto, Inc.",,Ozark,MO,65721,,417-459-2259,,,,,restocaver@yahoo.com,,,,,"A club for those interested in the exploration, preservation and restoration of caves and karst features."
3537 W. Beechwood Place,86059,Ozark Lakes Porsche Club,,Springfield,MO,65807,,417-881-0925,,,,,holtip@sbcglobal.net,www.olk.pca.org,,,,Provides social and competitive automobile events for Porsche club members.
P.O. Box 151,54814,Ozark Linux Users Group,,Strafford,MO,65757,GREENE COUNTY,417-736-2573,,,,,hburke@juno.com,www.ozlug.org,,,,"Studies the Linux operating system on personal computers, laptops and desktops."
P.O. Box 11458,52893,Ozark Mountain Basket Weavers,,Springfield,MO,65808,GREENE COUNTY,417-883-8970,,,,,pkwalden@live.com,,,,,Local chapter of the Missouri Basket Weavers Guild.
333 Wild Horse Road,33519,Ozark Mountain Cat Fanciers Club,,Billings,MO,65610,GREENE COUNTY,417-883-2547,,,,,jadacats@prodigy.net,www.acfasouthcentralregion.com,,,,Furthers the health and welfare of purebred and household cats through championship shows; plans an annual cat show and supports rescue organizations.
840 W. Talmage St.,33774,Ozark Mountain Dulcimers Players,,Springfield,MO,65803,GREENE COUNTY,417-863-6337,,,,,gracebbc@juno.com,,,,,"Promotes the enjoyment of the dulcimer stringed musical instrument through training of new and existing dulcimer players, and performances."
2131 W. Republic Road,aaaaa,Ozark Mountain Gem & Mineral Society,P.O. Box 35,Springfield,MO,65807,Greene,417-887-4755,,,,,omgms.57@gmail.com_,,Ozark Mountain Gem & Mineral Society,_ https://www.facebook.com/omgms.57,_@omgms57,"Promotes interest in geology, mineralogy and lapidary arts. Meets fourth Monday of each month at Missouri Institute of Natural Science."
3980 W. Sunshine St.,53752,Ozark Mountain H.O.G.® Chapter,,Springfield,MO,65807,GREENE COUNTY,417-882-0100,417-882-1046,,,,director@ozarkmtnhog.com,www.ozarkmtnhog.com,,,,"A family-based, Harley Davidson motorcycle riding group devoted to riding and having fun."
4741 S. Glenn Ave.,52949,Ozark Mountain Knitting Guild,,Springfield,MO,65810,GREENE COUNTY,417-224-5624,,,,,ozarkmountainknittingguild@gmail.com,,Ozark Mountain Knitting Guild,https://www.facebook.com/groups/ozarkmountainknittingguild/,,"Holds monthly meetings, field trips and retreats for people of any knitting skill to help others learn more, exchange information and have fun."
,33648,"Ozark Mountain Region, Sports Car Club of America, (SCCA)",,,,,GREENE COUNTY,,,,,,ozarkmtnscca@gmail.com,www.omrscca.org,Ozark Mountain Region (OMR) SCCA,https://www.facebook.com/OzarkSCCA,,"Ozarks-area affiliate of a nation-wide organization which promotes safe driving and organizes competitive motorsport events for sports cars enthusiasts including Autocross, Road Racing, Rally and social events for members and guests."
P.O. Box 4931,52917,"Ozark Piecemakers Quilt Guild, Inc.",2738 S. Campbell Ave.,Springfield,MO,65808,GREENE COUNTY,,,,,,opqguild@gmail.com,www.ozarkpiecemakers.com,,,,"Promotes a fellowship of those interested in the preservation and the sharing of the art, knowledge and enjoyment of quilting; encourages community awareness of quilting, quilting education and community service."
2528 W. Grayrock St.,A600011248,Ozark Regional Lily Society,,Springfield,MO,65810,CHRISTIAN COUNTY,417-877-0763,,,,,ssg062f@mchsi.com,www.lilies.org,,,,"Promotes the research, hybridizing and growing of lillium."
1840 E. Vincent Drive,830029,"Ozark Scandinavian Society of Springfield, Missouri",,Springfield,MO,65804,,417-886-9951,,,,,ozarkscandinaviansociety@gmail.com,www.osssm.org,"Ozarks Scandinavian Society of Springfield, Mo (O.S.S.S.M.)",https://www.facebook.com/groups/OSSSM/,,"A social group for people who are Scandinavian (from Denmark, Iceland, Faroe Islands, Finland, Norway and Sweden) by birth, heritage or marriage to a Scandinavian. Meetings are designed to help increase interest in and knowledge of Scandinavian heritage and culture; meetings are in February, March, April, May, September, October and November at 6:30 p.m. at the Library Center with the day of the month determined by the open dates available, current date information is on the organization website; two annual events are held by the organization: Midsommer in June and Yulefest in December."
727 N. 9th St.,51045,Ozark Senior Center,P.O. Box 681,Ozark,MO,65721,CHRISTIAN COUNTY,417-581-2538,,,,,,www.swmoa.com,,,,"A senior center of the Southwest Missouri Office on Aging, funded, in part, by the Older Americans Act."
,33730,"Ozark Showcase Chorus, Sweet Adelines International",,,,,GREENE COUNTY,417-890-6212,,,,,modena_hostetler@sbcglobal.net,www.ozarkshowcase.org,,,,An international organization for women's a capella singing.
P.O. Box 792,33158,Ozarks Alliance of Professional Organizations,,Republic,MO,65738,GREENE COUNTY,417-861-2036,,,,,mary@swbell.net,www.ozarksalliance.org,Ozarks Alliance of Professional Organizations,https://www.facebook.com/OzarksAllianceOfProfessionalOrganizations,,An informational clearinghouse for the activities of women's organizations.
215 S. Barnes Ave.,52553,Ozarks Area Community Action Corporation (OACAC),,Springfield,MO,65802,GREENE COUNTY,417-862-4314,417-864-3499,417-864-3495,,,dmagnifico@oacac-caa.org,www.oac.ac,OACAC Ozarks Area Community Action Corporation,https://www.facebook.com/pages/OACAC-Ozarks-Area-Community-Action-Corporation/223742965559,@ozarksoacac,"Provides a wide range of services to assist low-income families in achieving self-sufficiency. Programs include Family Planning and Family Supportive/Referral Services (Neighborhood Centers,) Foster Grandparents, Head Start, Housing Assistance, Low-Income Home Energy Assistance Program, and Weatherization."
215 S. Barnes Ave.,52703,Ozarks Area Community Action Corporation: Family Planning,,Springfield,MO,65802,GREENE COUNTY,417-864-3410,417-864-3416,,,,danthony@oacac-caa.org,oac.ac,OACAC Family Planning,https://www.facebook.com/pages/OACAC-Family-Planning/118893574803131?ref=search&sid=1643932868.48855002..1,,"Provides individuals with family planning, low-cost contraceptive methods and reproductive health services including pregnancy testing, pap smears, breast exams and STD testing and treatment, throughout the southwest Missouri area. An OACAC program."
215 S. Barnes Ave.,33289,Ozarks Area Community Action Corporation: Foster Grandparent Program,,Springfield,MO,65802,GREENE COUNTY,417-864-3420,417-873-3354,,1-866-380-4420,,dyoung@oacac-caa.org,www.oacac-caa.org,OACAC Ozarks Area Community Action Corporation,https://www.facebook.com/pages/OACAC-Ozarks-Area-Community-Action-Corporation/223742965559,@OzarksOACAC,"Provides low-income seniors (55 and older) the opportunity to help teachers with tutoring, therapy, developing motor skills and other classroom activities for physically, mentally and emotionally disabled children. An OACAC program."
560-A N. Stewart Ave.,33347,Ozarks Area Community Action Corporation: Greene County Center,,Springfield,MO,65802,GREENE COUNTY,417-447-0554,417-832-0303,,,,greene@oacac-caa.org,www.oac.ac,OACAC Ozarks Area Community Action Corporation,https://www.facebook.com/pages/OACAC-Ozarks-Area-Community-Action-Corporation/223742965559?ref=br_tf,@ozarksoacac,"Offers support in parenting skills, employment, personal development, household management and budgeting, health and nutrition and life skills. An OACAC program."
215 S. Barnes Ave.,39348,Ozarks Area Community Action Corporation: Head Start,,Springfield,MO,65802,GREENE COUNTY,417-864-3430,417-864-3449,417-864-3495,1-866-282-3430,,tdickey@oacac-caa.org,www.oacac-caa.org,OACAC Ozarks Area Community Action Corporation,https://www.facebook.com/pages/OACAC-Ozarks-Area-Community-Action-Corporation/223742965559,@OzarksOACAC,Provides a preschool learning experience and medical and dental care for children from birth to age 5 from income-eligible families. An OACAC program.
215 S. Barnes Ave.,33389,Ozarks Area Community Action Corporation: Housing Assistance Program,,Springfield,MO,65802,GREENE COUNTY,417-864-3444,417-873-3360,417-864-3445,,,housinginfo@oacac-caa.org,www.oac.ac,OACAC Ozarks Area Community Action Corporation,https://www.facebook.com/pages/OACAC-Ozarks-Area-Community-Action-Corporation/223742965559,@OzarksOACAC,Services include Section 8 rental assistance funded by HUD to low-income families; also assists households with special needs who are homeless and/or disabled. An OACAC program.
215 S. Barnes Ave.,33263,Ozarks Area Community Action Corporation: Low-Income Home Energy Assistance Program (LIHEAP),,Springfield,MO,65802,GREENE COUNTY,417-862-4314,417-864-3499,417-864-3495,,,awingo@oacac-caa.org,www.oacac-caa.org,OACAC Ozarks Area Community Action Corporation,https://www.facebook.com/pages/OACAC-Ozarks-Area-Community-Action-Corporation/223742965559,@OzarksOACAC,Assists low-income households having an energy-related crisis in paying heating/cooling bills; provides information and education on energy conservation. An OACAC program.
2643 W. College Road,33758,Ozarks Area Community Action Corporation: Weatherization Program,,Springfield,MO,65802,GREENE COUNTY,417-865-7797,417-865-7542,,,,tsteinmann@oacac-caa.org,www.oacac-caa.org,OACAC Ozarks Area Community Action Corporation,https://www.facebook.com/pages/OACAC-Ozarks-Area-Community-Action-Corporation/223742965559,@OzarksOACAC,Provides free services to conserve energy for low-income homeowners and renters. Crews insulate and repair homes to make them more energy-efficient. An OACAC program.
1329 S. Meadowview Ave.,54717,Ozarks Area Crochet Group,,Springfield,MO,65804,GREENE COUNTY,417-890-5893,,,,,ozarks_crochet@email.com,www.ozarkscrochet.tripod.com,,,,"Crochet enthusiasts who meet to trade patterns, provide training to beginners and to promote and preserve the craft."
P.O. Box 4912,33782,Ozarks Association for the Education of Young Children (OAEYC),,Springfield,MO,65808-4912,GREENE COUNTY,,,,,,,www.oaeyc-mo.org,Ozarks Association for the Education of Young Children,https://www.facebook.com/pages/Ozarks-Association-for-the-Education-of-Young-Children/91601835972,,An early childhood organization that promotes advocacy and early education for children birth to age 8.
5042 E. Cherry Hills Blvd.,A2,Ozarks Chapter of American Christian Writers,,Springfield,MO,65809,,417-832-8409,,,,,ozarksacw@yahoo.com,www.ozarksacw.org,Ozarks Chapter of American Christian Writers,https://www.facebook.com/groups/202465719795780/,,"Provides writing instruction, encouragement, fellowship, networking opportunities and Share & Critique Group opportunities."
c/o Center for Archaeological Research--Missouri State University,34065,"Ozarks Chapter, Missouri Archaeological Society",901 S. National Ave.,Springfield,MO,65897,GREENE COUNTY,417-836-5363,417-836-4772,,,,,www.missouristate.edu/car/2620.htm,Ozarks Chapter of the Missouri Archaeological Society,https://www.facebook.com/OCMAS,,"Promotes the investigation, preservation and interpretation of prehistoric and historic remains in Missouri. Open meetings are held at 7 p.m. the first Wednesday of the months September through May at the Center for Archaeological Research, 622 S. Kimbrough, east entrance."
P.O. Box 3913,33535,"Ozarks' Coin Club, Inc.",,Springfield,MO,65808-3913,GREENE COUNTY,,,,,,,www.ozarkscoinclub.com,Ozarks' Coin Club,https://www.facebook.com/OCC55?fref=ts,,Promotes coin collecting and educates people about numismatics.
"205 Park Central East, Suite 205",33585,Ozarks Commute (Regional Rideshare Program),,Springfield,MO,65806,GREENE COUNTY,417-831-RIDE (7433),417-862-6013,,,,help@ozarkstransportation.org,www.ozarkscommute.com,Ozarks Transportation Organization,https://www.facebook.com/pages/Ozarks-Transportation-Organization/259683794058148,@giveusyourinput,"Offers information on wise commuting choices that reduce traffic congestion, pollution, commuting stress and saves money; provides carpool matches on a map using custom schedules and driving routes."
614 South Ave.,33514,Ozarks Counseling Center,,Springfield,MO,65806,GREENE COUNTY,417-869-9011,417-889-6307,,,,occ@ozarkscounselingcenter.org,www.ozarkscounselingcenter.org,,,,"Provides outpatient counseling for individuals, families, and married couples; fees based on income. A United Way of the Ozarks partner agency."
2810 N. Cedarbrook Ave.,32454,Ozarks Food Harvest,P.O. Box 5746,Springfield,MO,65801,GREENE COUNTY,417-865-3411,417-865-0504,,,,bbrown@ozarksfoodharvest.org,www.ozarksfoodharvest.org,Ozarks Food Harvest,https://www.facebook.com/ozarksfoodharvest,@ozksfoodharvest,"The Feeding America food bank for southwest Missouri, serving 200 organizations across 28 Ozarks counties. Distributes more than 13 million meals annually to 260,000 unduplicated individuals."
